company_name,company_description,relationship_to_bond,sector,industry,ISIN,bond_destination,coupon_rate,total_bond_amount,nominal_amount,maturity_date,bond_currency,country,status,stocks_info,bond_types,Floating rate,Foreign bonds,Green bonds,Senior Secured,Senior Unsecured,Zero-coupon bonds
Sanofi,"Sanofi SA, formerly Sanofi-Aventis, is a global and diversified healthcare company. The Company discovers, develops and distributes therapeutic solutions focused on patients’ needs. Sanofi focuses on the field of healthcare with six growth platforms: diabetes solutions, ...",Profile,corporate,Healthсare,FR0011625433,International bonds,2.5%,"1,000,000,000 EUR","100,000 EUR",14nov2023, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Valeo,"Valeo SA designs, produces, and sells components, integrated systems, and modules for the automotive industry, primarily geared towards CO2 emissions reduction. Its Powertrain Systems business group develops powertrain solutions aimed at reducing fuel consumption and CO2 ...",Profile,corporate,Engineering industry,FR0011689033,International bonds,3.25%,"700,000,000 EUR","100,000 EUR",22jan2024, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Autoroutes Du Sud de La France,"Autoroutes du Sud de la France provides infrastructure concession. The Company operates highway, bridges, and tunnels.",Profile,corporate,Transportation,FR0011694033,International bonds,2.95%,"600,000,000 EUR","100,000 EUR",17jan2024, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
ESSILORLUXOTTICA,ESSILORLUXOTTICA is a company specializing in the production of eyewear.,Profile,corporate,Other sectors,FR0011842913,International bonds,2.375%,"300,000,000 EUR","100,000 EUR",9apr2024, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Engie,"Engie SA offers a full range of electricity, gas and associated energy and environment services throughout the world. The Company produces, trades, transports, stores, and distributes natural gas, and offers energy management and climatic and thermal ...",Profile,corporate,Power,FR0011911247,International bonds,2.375%,"1,300,000,000 EUR","100,000 EUR",19may2026, EUR,France,Outstanding,"Par amount, integral multiple",Green bonds,no,no,yes,no,no,no
SUEZ,SUEZ ENVIRONNEMENT ranks among the world’s leaders in water and waste management services. Its objective: to meet the challenge of conserving natural resources.,Profile,corporate,Power,FR0011912575,International bonds,2%,"75,000,000 EUR","100,000 EUR",21may2029, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Air Liquide Finance,"Air Liquide Finance SA was incorporated in 1999 and is based in Paris, France. Air Liquide Finance SA operates as a subsidiary of Air Liquide SA. Air Liquide Finance was set up to issue notes and ...",Profile,corporate,Chemical and petrochemical industry,FR0011951771,International bonds,1.875%,"500,000,000 EUR","100,000 EUR",5jun2024, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
RTE Reseau de Transport d'electricite,"RTE Réseau de Transport d’Electricité is the operator of the French electrical power transmission network which it also owns, maintains and develops.",Profile,corporate,Power,FR0011991488,International bonds,2.75%,"600,000,000 EUR","100,000 EUR",20jun2029, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Sanofi,"Sanofi SA, formerly Sanofi-Aventis, is a global and diversified healthcare company. The Company discovers, develops and distributes therapeutic solutions focused on patients’ needs. Sanofi focuses on the field of healthcare with six growth platforms: diabetes solutions, ...",Profile,corporate,Healthсare,FR0012146777,International bonds,1.125%,"1,000,000,000 EUR","100,000 EUR",10mar2022, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Sanofi,"Sanofi SA, formerly Sanofi-Aventis, is a global and diversified healthcare company. The Company discovers, develops and distributes therapeutic solutions focused on patients’ needs. Sanofi focuses on the field of healthcare with six growth platforms: diabetes solutions, ...",Profile,corporate,Healthсare,FR0012146801,International bonds,1.75%,"1,250,000,000 EUR","100,000 EUR",10sep2026, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
LVMH Moet Hennessy Louis Vuitton,"LVMH Moët Hennessy - Louis Vuitton SA engages in the manufacture and sale of luxury products. The company operates through Wines and Spirits, Fashion and Leather Goods, Perfumes and Cosmetics, Watches and Jewelry, and Selective Retailing ...",Profile,corporate,Light industry,FR0012173706,International bonds,1%,"650,000,000 EUR","1,000 EUR",24sep2021, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Pernod Ricard,Pernod Ricard,Issuer,corporate,Food industry,FR0012173862,International bonds,2.125%,"650,000,000 EUR","100,000 EUR",27sep2024, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Kering,"Kering (previously PPR) is the French luxury goods holding company owner of Alexander McQueen, Balenciaga, Brioni, Gucci, Puma, Volcom, and other luxury, sport & lifestyle brands distributed in 120 countries. The company was founded in 1963 ...",Profile,corporate,Light industry,FR0012199008,International bonds,1.375%,"345,000,000 EUR","100,000 EUR",1oct2021, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
RTE Reseau de Transport d'electricite,"RTE Réseau de Transport d’Electricité is the operator of the French electrical power transmission network which it also owns, maintains and develops.",Profile,corporate,Power,FR0012199065,International bonds,1.625%,"500,000,000 EUR","100,000 EUR",8oct2024, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
RTE Reseau de Transport d'electricite,"RTE Réseau de Transport d’Electricité is the operator of the French electrical power transmission network which it also owns, maintains and develops.",Profile,corporate,Power,FR0012199081,International bonds,2.625%,"250,000,000 EUR","100,000 EUR",9oct2034, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Wendel,Wendel,Issuer,corporate,Financial institutions,FR0012199156,International bonds,2.75%,"300,000,000 EUR","100,000 EUR",2oct2024, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Aeroports de Paris,"Aéroports de Paris builds, develops, and manages airports, including Paris-Charles de Gaulle, Paris-Orly, and Paris-Le Bourget. The company provides facilities to accommodate passengers and airlines, as well as offers cargo and postal services in its airports. ...",Profile,corporate,Transportation,FR0012206993,International bonds,1.5%,"500,000,000 EUR","100,000 EUR",7apr2025, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Infra Foch,INFRA FOCH S.A.S. is a holding company operating through its subsidiary VINCI Park S.A. that offers urban mobility and parking services.,Profile,corporate,Other sectors,FR0012236669,International bonds,2.125%,"450,000,000 EUR","100,000 EUR",16apr2025, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Klepierre,Klépierre is a French real estate investment company. It was founded in 1990 and specializes in commercial real estate.,Profile,corporate,Financial institutions,FR0012283653,International bonds,1.75%,"500,000,000 EUR","100,000 EUR",6nov2024, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Mercialys,"Mercialys is a French company that operates in real estate, owning and managing properties. It was created by the retailer company Casino Group in 2005. Mercialys leases its properties (mostly shopping malls, self-service restaurants and other vendor ...",Profile,corporate,Financial institutions,FR0012332203,International bonds,1.787%,"750,000,000 EUR","100,000 EUR",31mar2023, EUR,France,Early redeemed,"Par amount, integral multiple",,no,no,no,no,no,no
Societe Fonciere Lyonnaise,Societe Fonciere Lyonnaise,Issuer,corporate,Construction and development,FR0012346856,International bonds,1.875%,"350,000,000 EUR","100,000 EUR",26nov2021, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Publicis Groupe,"Publicis Groupe SA is the 3rd Largest Communications Group Worldwide, and is among the Leaders in Digital and Interactive Communication.",Profile,corporate,Other sectors,FR0012384634,International bonds,1.125%,"700,000,000 EUR","100,000 EUR",16dec2021, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Publicis Groupe,"Publicis Groupe SA is the 3rd Largest Communications Group Worldwide, and is among the Leaders in Digital and Interactive Communication.",Profile,corporate,Other sectors,FR0012384667,International bonds,1.625%,"600,000,000 EUR","100,000 EUR",16dec2024, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Danone,"Danone operates as a food processing company. The Company produces and markets dairy products, beverages, baby food, and medical nutrition products. Danone serves customers worldwide.",Profile,corporate,Food industry,FR0012432912,International bonds,1.125%,"750,000,000 EUR","100,000 EUR",14jan2025, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Gecina,"Gecina is a residential, office, and healthcare focused real estate investment trust (REIT). Its portfolio of properties also includes shopping malls, warehouses, and logistic centers responsible for coordinating commercial businesses such as those operating in business ...",Profile,corporate,Financial institutions,FR0012448025,International bonds,1.5%,"500,000,000 EUR","100,000 EUR",20jan2025, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Arkema,"Arkema manufactures and markets a wide range of chemicals. The Company manufactures both industrial chemicals and performance products including acrylics, polymethyl methacrylate (PMMA), hydrogen peroxide, technical polymers, specialty chemicals, and functional additives.",Profile,corporate,Chemical and petrochemical industry,FR0012452191,International bonds,1.5%,"700,000,000 EUR","100,000 EUR",20jan2025, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Wendel,Wendel,Issuer,corporate,Financial institutions,FR0012516417,International bonds,2.5%,"500,000,000 EUR","100,000 EUR",9feb2027, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Edenred,"Edenred, formerly Accor Services, is an international firm providing prepaid performance enhancement and commuter benefit services for businesses. Headquartered in Malakoff, France, Edenred has been autonomous since June 2010, following its split from the Accor group. ...",Profile,corporate,Information and High Technologies,FR0012599892,International bonds,1.375%,"500,000,000 EUR","100,000 EUR",10mar2025, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Schneider Electric,"Schneider Electric SA specializes in energy management and offers integrated solutions in energy and infrastructure, industrial processes, building automation, residential applications, and data centers/networks in France and internationally. The company operates in five segments: Power, Infrastructure, ...",Profile,corporate,Power,FR0012601367,International bonds,0.875%,"750,000,000 EUR","100,000 EUR",11mar2025, EUR (19),France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Engie,"Engie SA offers a full range of electricity, gas and associated energy and environment services throughout the world. The Company produces, trades, transports, stores, and distributes natural gas, and offers energy management and climatic and thermal ...",Profile,corporate,Power,FR0012602753,International bonds,0.5%,"750,000,000 EUR","100,000 EUR",13mar2022, EUR (65),France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Engie,"Engie SA offers a full range of electricity, gas and associated energy and environment services throughout the world. The Company produces, trades, transports, stores, and distributes natural gas, and offers energy management and climatic and thermal ...",Profile,corporate,Power,FR0012602761,International bonds,1%,"750,000,000 EUR","100,000 EUR",13mar2026, EUR (66),France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
