0,bond_types,bond_amounts,issue_info,ISIN_Code,quarter,year
"International bonds: Enexis Holding, 0.75% 2jul2031, EUR
XS2019976070",Senior Unsecured,"STATUS
Outstanding
AMOUNT
500,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Netherlands
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Enexis manages the energy grid in the North, East and South of the Netherlands.
Borrower
Enexis Holding
Full issuer name
Enexis Holding N.V.
Sector
corporate
Industry
Power
Volume
Placement amount
500,000,000 EUR
Outstanding amount
500,000,000 EUR
Outstanding face value amount
500,000,000 EUR
USD equivalent
607,260,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS2018636600,Q3,2019.0
"Domestic bonds: Daimler International Finance B.V., 0.625% 27feb2023, EUR
DE000A2RYD83",,"STATUS
Outstanding
AMOUNT
1,500,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Netherlands
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Daimler International Finance B.V. operates as a subsidiary of Daimler AG.
Issuer
Daimler International Finance B.V.
Full issuer name
Daimler International Finance B.V.
Sector
corporate
Industry
Engineering industry
Volume
Placement amount
1,500,000,000 EUR
Outstanding amount
1,500,000,000 EUR
Outstanding face value amount
1,500,000,000 EUR
USD equivalent
1,821,780,000 USD
Nominal
Nominal
1,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR",XS2019976070,Q3,2019.0
"Domestic bonds: Daimler International Finance B.V., 1.375% 26jun2026, EUR
DE000A2RYD91",,"STATUS
Outstanding
AMOUNT
1,000,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Netherlands
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Daimler International Finance B.V. operates as a subsidiary of Daimler AG.
Issuer
Daimler International Finance B.V.
Full issuer name
Daimler International Finance B.V.
Sector
corporate
Industry
Engineering industry
Volume
Placement amount
1,000,000,000 EUR
Outstanding amount
1,000,000,000 EUR
Outstanding face value amount
1,000,000,000 EUR
USD equivalent
1,214,520,000 USD
Nominal
Nominal
1,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR",DE000A2RYD83,Q3,2019.0
"International bonds: Siemens, 0.9% 28feb2028, EUR
XS1955187775",Senior Unsecured,"STATUS
Outstanding
AMOUNT
650,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Germany
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Siemens AG is an engineering and manufacturing company. The Company focuses on areas of electrification, automation, and digitalization. Siemens also provides engineering solutions in automation and control, power, transportation, and medical diagnosis.
Borrower
Siemens
Full issuer name
Siemens AG
Sector
corporate
Industry
Engineering industry
SPV / Issuer
Siemens Financieringsmaatschappij N.V. (SFM)
Stocks
Siemens, ordinary share
Siemens, depositary receipt
Siemens, depositary receipt
Volume
Placement amount
650,000,000 EUR
Outstanding amount
650,000,000 EUR
Outstanding face value amount
650,000,000 EUR
USD equivalent
789,438,000 USD
Nominal
Minimum Settlement Amount
1,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",DE000A2RYD91,Q3,2019.0
"International bonds: Telefonica SA, 1.788% 12mar2029, EUR
XS1961772560","Green bonds, Senior Unsecured","STATUS
Outstanding
AMOUNT
1,000,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Spain
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Telefonica S.A. provides telecommunications services mainly to countries in Europe and Latin America. The Company offers fixed-line and mobile telephone, Internet, and data transmission services to residential and corporate customers.
Borrower
Telefonica SA
Full issuer name
Telefonica SA
Sector
corporate
Industry
Communication
SPV / Issuer
Telefonica Emisiones
Stocks
Telefonica SA, ordinary share
Telefonica SA, depositary receipt
Telefonica SA, depositary receipt
Telefonica SA, depositary receipt
Volume
Placement amount
1,000,000,000 EUR
Outstanding amount
1,000,000,000 EUR
Outstanding face value amount
1,000,000,000 EUR
USD equivalent
1,214,520,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
100,000 EUR",XS1955187775,Q3,2019.0
"International bonds: Abertis Infraestructuras, 0.625% 15jul2025, EUR
XS2025466413",Senior Unsecured,"STATUS
Outstanding
AMOUNT
700,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Spain
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Abertis Infraestructuras S.A. is a toll road operator. The Group invests, expands, maintains, operates, and manages under concession contracts, major highways, and other toll roads infrastructure. Abertis Infraestructuras is present in Europe and the Americas.
Borrower
Abertis Infraestructuras
Full issuer name
Abertis Infraestructuras S.A.
Sector
corporate
Industry
Construction and development
Volume
Placement amount
700,000,000 EUR
Outstanding amount
700,000,000 EUR
Outstanding face value amount
700,000,000 EUR
USD equivalent
850,164,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
100,000 EUR",XS1961772560,Q3,2019.0
"International bonds: Abertis Infraestructuras, 1.625% 15jul2029, EUR
XS2025480596",Senior Unsecured,"STATUS
Outstanding
AMOUNT
600,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Spain
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Abertis Infraestructuras S.A. is a toll road operator. The Group invests, expands, maintains, operates, and manages under concession contracts, major highways, and other toll roads infrastructure. Abertis Infraestructuras is present in Europe and the Americas.
Borrower
Abertis Infraestructuras
Full issuer name
Abertis Infraestructuras S.A.
Sector
corporate
Industry
Construction and development
Volume
Placement amount
600,000,000 EUR
Outstanding amount
600,000,000 EUR
Outstanding face value amount
600,000,000 EUR
USD equivalent
728,712,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
100,000 EUR",XS2025466413,Q3,2019.0
"International bonds: Repsol, 0.25% 2aug2027, EUR
XS2035620710",Senior Unsecured,"STATUS
Outstanding
AMOUNT
750,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Spain
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Repsol, S.A. operates as an integrated energy company engaging in upstream and downstream activities worldwide. The company is involved in the exploration, development, and production of crude oil and natural gas; transportation of oil products, liquefied ...
Show more
Borrower
Repsol
Full issuer name
Repsol S.A.
Sector
corporate
Industry
Oil and gas
SPV / Issuer
Repsol International Finance
Stocks
Repsol, ordinary share
Repsol, depositary receipt
Volume
Placement amount
750,000,000 EUR
Outstanding amount
750,000,000 EUR
Outstanding face value amount
750,000,000 EUR
USD equivalent
910,890,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS2025480596,Q3,2019.0
"International bonds: OMV, 0% 3jul2025, EUR (2192D)
XS2022093434","Zero-coupon bonds, Senior Unsecured","STATUS
Outstanding
AMOUNT
500,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Austria
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
OMV AG explores and refines crude oil and natural gas. The Company sells refined products through gas stations and distributors. OMV also manufactures plastics such as polyolefins and technical plastics. OMV serves automotive, electrical, and construction ...
Show more
Borrower
OMV
Full issuer name
OMV AG
Sector
corporate
Industry
Oil and gas
Stocks
OMV, ordinary share
OMV, depositary receipt
Volume
Placement amount
500,000,000 EUR
Outstanding amount
500,000,000 EUR
Outstanding face value amount
500,000,000 EUR
USD equivalent
607,260,000 USD
Nominal
Minimum Settlement Amount
1,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS2035620710,Q3,2019.0
"International bonds: Acea, 1.75% 23may2028, EUR
XS2001278899",Senior Unsecured,"STATUS
Outstanding
AMOUNT
500,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Italy
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Acea S.p.A., a multiutility company, manages and develops networks and services in the water, energy, and environmental sectors. It provides services to 9 million people and has equity interests in companies operating in Lazio, Tuscany, Umbria, ...
Show more
Borrower
Acea
Full issuer name
Acea S.p.A.
Sector
corporate
Industry
Power
Stocks
Acea, ordinary share
Volume
Placement amount
500,000,000 EUR
Outstanding amount
500,000,000 EUR
Outstanding face value amount
500,000,000 EUR
USD equivalent
607,260,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS2022093434,Q3,2019.0
"International bonds: Italgas, 0.875% 24apr2030, EUR
XS2032727310",Senior Unsecured,"STATUS
Outstanding
AMOUNT
600,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Italy
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Italgas S.p.A. provides gas distribution services. The Company offers delivery points management, pressure reduction plants, withdrawal cabins, fault reporting, and laboratory testing services.
Borrower
Italgas
Full issuer name
Italgas S.p.A.
Sector
corporate
Industry
Oil and gas
Stocks
Italgas, ordinary share
Volume
Placement amount
600,000,000 EUR
Outstanding amount
600,000,000 EUR
Outstanding face value amount
600,000,000 EUR
USD equivalent
728,712,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS2001278899,Q3,2019.0
"International bonds: Terna SPA, 0.125% 25jul2025, EUR (2019-2)
XS2033351995",Senior Unsecured,"STATUS
Outstanding
AMOUNT
500,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Italy
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
TERNA - Rete Elettrica Nazionale Società per Azioni, together with its subsidiaries, operates in the electrical energy transmission and dispatching sector in Italy. Its activities include planning, development, construction, operation, and maintenance of an independent power ...
Show more
Borrower
Terna SPA
Full issuer name
Terna SPA
Sector
corporate
Industry
Power
Stocks
Terna SPA, ordinary share
Volume
Placement amount
500,000,000 EUR
Outstanding amount
500,000,000 EUR
Outstanding face value amount
500,000,000 EUR
USD equivalent
607,260,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS2032727310,Q3,2019.0
"International bonds: Abertis Infraestructuras, 1.5% 27jun2024, EUR
XS1967635621",Senior Unsecured,"STATUS
Outstanding
AMOUNT
600,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Spain
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Abertis Infraestructuras S.A. is a toll road operator. The Group invests, expands, maintains, operates, and manages under concession contracts, major highways, and other toll roads infrastructure. Abertis Infraestructuras is present in Europe and the Americas.
Borrower
Abertis Infraestructuras
Full issuer name
Abertis Infraestructuras S.A.
Sector
corporate
Industry
Construction and development
Volume
Placement amount
600,000,000 EUR
Outstanding amount
600,000,000 EUR
Outstanding face value amount
600,000,000 EUR
USD equivalent
728,712,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
100,000 EUR",XS2033351995,Q3,2019.0
"International bonds: Nokia, 1% 15mar2021, EUR
XS1577727164",Senior Unsecured,"STATUS
Early redeemed
AMOUNT
500,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Finland
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Nokia Oyj is a Finnish communications and information technology multinational corporation that is headquartered in Espoo, Finland. The company provides Internet services, including applications, games, music, media and messaging services, including free-of-charge digital map information and ...
Show more
Borrower
Nokia
Full issuer name
Nokia Oyj
Sector
corporate
Industry
Engineering industry
Stocks
Nokia, ordinary share
Nokia, depositary receipt
Nokia, depositary receipt
Nokia, depositary receipt
Volume
Placement amount
500,000,000 EUR
Outstanding amount
500,000,000 EUR
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS1967635621,Q3,2019.0
"Domestic bonds: Solvay, 0.5% 6sep2029, EUR
BE6315847804",,"STATUS
Outstanding
AMOUNT
600,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Belgium
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Solvay S.A. is a Belgian chemical company founded in 1863.
Issuer
Solvay
Full issuer name
Solvay SA
Sector
corporate
Industry
Chemical and petrochemical industry
Stocks
Solvay, ordinary share
Volume
Placement amount
600,000,000 EUR
Outstanding amount
600,000,000 EUR
Outstanding face value amount
600,000,000 EUR
USD equivalent
728,712,000 USD
Nominal
Nominal
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR",XS1577727164,Q3,2019.0
"Domestic bonds: Hochtief AG, 1.75% 3jul2025, EUR
DE000A2LQ5M4",,"STATUS
Outstanding
AMOUNT
500,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Germany
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
HOCHTIEF is one of the world's leading construction groups. We have excelled for 140 years in our core competency of construction. Our focus is on complex infrastructure projects, many of which we deliver on the basis ...
Show more
Issuer
Hochtief AG
Full issuer name
Hochtief AG
Sector
corporate
Industry
Construction and development
Stocks
Hochtief AG, ordinary share
Volume
Placement amount
500,000,000 EUR
Outstanding amount
500,000,000 EUR
Outstanding face value amount
500,000,000 EUR
USD equivalent
607,260,000 USD
Nominal
Nominal
1,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR",BE6315847804,Q3,2019.0
"Domestic bonds: Hochtief AG, 0.5% 3sep2027, EUR
DE000A2YN2U2",,"STATUS
Outstanding
AMOUNT
500,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Germany
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
HOCHTIEF is one of the world's leading construction groups. We have excelled for 140 years in our core competency of construction. Our focus is on complex infrastructure projects, many of which we deliver on the basis ...
Show more
Issuer
Hochtief AG
Full issuer name
Hochtief AG
Sector
corporate
Industry
Construction and development
Stocks
Hochtief AG, ordinary share
Volume
Placement amount
500,000,000 EUR
Outstanding amount
500,000,000 EUR
Outstanding face value amount
500,000,000 EUR
USD equivalent
607,260,000 USD
Nominal
Nominal
1,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR",DE000A2LQ5M4,Q3,2019.0
"International bonds: Hella KGaA, 0.5% 26jan2027, EUR
XS2047479469",Senior Unsecured,"STATUS
Outstanding
AMOUNT
500,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Germany
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Borrower
Hella KGaA
Full issuer name
HELLA GmbH & Co. KGaA
Sector
corporate
Industry
Engineering industry
Stocks
Hella KGaA, ordinary share
Hella KGaA, depositary receipt
Volume
Placement amount
500,000,000 EUR
Outstanding amount
500,000,000 EUR
Outstanding face value amount
500,000,000 EUR
USD equivalent
607,260,000 USD
Nominal
Minimum Settlement Amount
1,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",DE000A2YN2U2,Q3,2019.0
"Domestic bonds: Allianz Finance II B.V., 0.875% 15jan2026, EUR
DE000A2RWAX4",,"STATUS
Outstanding
AMOUNT
750,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Netherlands
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Allianz Finance II B.V. engages in issuing bonds on behalf of and under a guarantee by Allianz SE. It lends the cash collected through a bond issue in full to Allianz SE or, if agreed so, ...
Show more
Issuer
Allianz Finance II B.V.
Full issuer name
Allianz Finance II B.V.
Sector
corporate
Industry
Financial institutions
Volume
Placement amount
750,000,000 EUR
Outstanding amount
750,000,000 EUR
Outstanding face value amount
750,000,000 EUR
USD equivalent
910,890,000 USD
Nominal
Nominal
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR",XS2047479469,Q3,2019.0
